CFU	group	mouse	day	abx	dose	delayed	cdiff	preAbx	recovDays
116-5D9	0	116	5	9	metro	1	TRUE	TRUE	FALSE	NA
117-1D-11	0	117	1	-11	amp	0.5	TRUE	TRUE	TRUE	NA
117-1D-2	NA	117	1	-2	amp	0.5	TRUE	TRUE	FALSE	4
117-1D-3	NA	117	1	-3	amp	0.5	TRUE	TRUE	FALSE	3
117-1D-4	NA	117	1	-4	amp	0.5	TRUE	TRUE	FALSE	2
117-1D-5	NA	117	1	-5	amp	0.5	TRUE	TRUE	FALSE	1
117-1D0	NA	117	1	0	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D1	5800000	117	1	1	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D10	580000	117	1	10	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D2	4900000	117	1	2	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D3	8e+05	117	1	3	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D4	820000	117	1	4	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D5	530000	117	1	5	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D6	1340000	117	1	6	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D7	770000	117	1	7	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D8	1470000	117	1	8	amp	0.5	TRUE	TRUE	FALSE	NA
117-1D9	920000	117	1	9	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D-11	0	117	2	-11	amp	0.5	TRUE	TRUE	TRUE	NA
117-2D-2	NA	117	2	-2	amp	0.5	TRUE	TRUE	FALSE	4
117-2D-3	NA	117	2	-3	amp	0.5	TRUE	TRUE	FALSE	3
117-2D-4	NA	117	2	-4	amp	0.5	TRUE	TRUE	FALSE	2
117-2D-5	NA	117	2	-5	amp	0.5	TRUE	TRUE	FALSE	1
117-2D0	NA	117	2	0	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D1	1390000	117	2	1	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D10	66000	117	2	10	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D2	5600000	117	2	2	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D3	3800000	117	2	3	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D4	7e+05	117	2	4	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D5	380000	117	2	5	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D6	4e+05	117	2	6	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D7	150000	117	2	7	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D8	121000	117	2	8	amp	0.5	TRUE	TRUE	FALSE	NA
117-2D9	70000	117	2	9	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D-11	0	117	3	-11	amp	0.5	TRUE	TRUE	TRUE	NA
117-3D-2	NA	117	3	-2	amp	0.5	TRUE	TRUE	FALSE	4
117-3D-3	NA	117	3	-3	amp	0.5	TRUE	TRUE	FALSE	3
117-3D-4	NA	117	3	-4	amp	0.5	TRUE	TRUE	FALSE	2
117-3D-5	NA	117	3	-5	amp	0.5	TRUE	TRUE	FALSE	1
117-3D0	NA	117	3	0	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D1	6900000	117	3	1	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D10	1200000	117	3	10	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D2	6300000	117	3	2	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D3	5600000	117	3	3	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D4	3700000	117	3	4	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D5	680000	117	3	5	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D6	1400000	117	3	6	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D7	530000	117	3	7	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D8	1330000	117	3	8	amp	0.5	TRUE	TRUE	FALSE	NA
117-3D9	1170000	117	3	9	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D-2	NA	117	4	-2	amp	0.5	TRUE	TRUE	FALSE	4
117-4D-3	NA	117	4	-3	amp	0.5	TRUE	TRUE	FALSE	3
117-4D-4	NA	117	4	-4	amp	0.5	TRUE	TRUE	FALSE	2
117-4D-5	NA	117	4	-5	amp	0.5	TRUE	TRUE	FALSE	1
117-4D0	NA	117	4	0	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D1	410000	117	4	1	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D10	580000	117	4	10	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D2	5400000	117	4	2	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D3	3900000	117	4	3	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D4	1040000	117	4	4	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D5	820000	117	4	5	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D6	220000	117	4	6	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D7	330000	117	4	7	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D8	920000	117	4	8	amp	0.5	TRUE	TRUE	FALSE	NA
117-4D9	330000	117	4	9	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D-11	0	117	5	-11	amp	0.5	TRUE	TRUE	TRUE	NA
117-5D-2	NA	117	5	-2	amp	0.5	TRUE	TRUE	FALSE	4
117-5D-3	NA	117	5	-3	amp	0.5	TRUE	TRUE	FALSE	3
117-5D-4	NA	117	5	-4	amp	0.5	TRUE	TRUE	FALSE	2
117-5D-5	NA	117	5	-5	amp	0.5	TRUE	TRUE	FALSE	1
117-5D0	NA	117	5	0	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D1	1700000	117	5	1	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D10	7e+05	117	5	10	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D2	5900000	117	5	2	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D3	3100000	117	5	3	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D4	1270000	117	5	4	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D5	1320000	117	5	5	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D6	490000	117	5	6	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D7	690000	117	5	7	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D8	870000	117	5	8	amp	0.5	TRUE	TRUE	FALSE	NA
117-5D9	560000	117	5	9	amp	0.5	TRUE	TRUE	FALSE	NA
600-1D-2	NA	600	1	-2	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D-3	NA	600	1	-3	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D-4	NA	600	1	-4	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D-5	NA	600	1	-5	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D-6	0	600	1	-6	cef	0.5	FALSE	TRUE	TRUE	NA
600-1D0	NA	600	1	0	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D1	7.3e+07	600	1	1	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D10	3650000	600	1	10	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D2	7.8e+07	600	1	2	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D3	71500000	600	1	3	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D4	66500000	600	1	4	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D5	32500000	600	1	5	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D6	32900000	600	1	6	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D7	4400000	600	1	7	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D8	3840000	600	1	8	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D9	580000	600	1	9	cef	0.5	FALSE	TRUE	FALSE	NA
600-1D-1	NA	600	1	-1	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D0	NA	600	2	0	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D-1	NA	600	2	-1	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D-2	NA	600	2	-2	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D-3	NA	600	2	-3	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D-4	NA	600	2	-4	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D-5	NA	600	2	-5	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D-6	NA	600	2	-6	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D1	81500000	600	2	1	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D10	67000	600	2	10	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D2	1.09e+08	600	2	2	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D3	2.48e+08	600	2	3	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D4	22700000	600	2	4	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D5	21600000	600	2	5	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D6	23500000	600	2	6	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D7	12800000	600	2	7	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D8	2040000	600	2	8	cef	0.5	FALSE	TRUE	FALSE	NA
600-2D9	670000	600	2	9	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D-1	NA	600	3	-1	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D-2	NA	600	3	-2	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D-3	NA	600	3	-3	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D-4	NA	600	3	-4	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D-5	NA	600	3	-5	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D-6	0	600	3	-6	cef	0.5	FALSE	TRUE	TRUE	NA
600-3D0	NA	600	3	0	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D1	2.29e+08	600	3	1	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D10	790000	600	3	10	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D2	8.6e+07	600	3	2	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D3	7.9e+07	600	3	3	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D4	4.2e+07	600	3	4	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D5	6300000	600	3	5	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D6	7100000	600	3	6	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D7	6e+06	600	3	7	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D8	760000	600	3	8	cef	0.5	FALSE	TRUE	FALSE	NA
600-3D9	2430000	600	3	9	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D-1	NA	600	4	-1	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D-2	NA	600	4	-2	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D-3	NA	600	4	-3	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D-4	NA	600	4	-4	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D-5	NA	600	4	-5	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D-6	0	600	4	-6	cef	0.5	FALSE	TRUE	TRUE	NA
600-4D0	NA	600	4	0	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D1	1.17e+08	600	4	1	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D10	980000	600	4	10	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D2	7.9e+07	600	4	2	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D3	1.63e+08	600	4	3	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D4	3e+07	600	4	4	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D5	8700000	600	4	5	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D6	34200000	600	4	6	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D7	13300000	600	4	7	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D8	1410000	600	4	8	cef	0.5	FALSE	TRUE	FALSE	NA
600-4D9	925000	600	4	9	cef	0.5	FALSE	TRUE	FALSE	NA
603-1D-1	NA	603	1	-1	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D-2	NA	603	1	-2	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D-3	NA	603	1	-3	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D-4	NA	603	1	-4	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D-5	NA	603	1	-5	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D-6	0	603	1	-6	cef	0.5	FALSE	FALSE	TRUE	NA
603-1D0	NA	603	1	0	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D1	NA	603	1	1	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D10	NA	603	1	10	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D2	NA	603	1	2	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D3	NA	603	1	3	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D4	NA	603	1	4	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D5	NA	603	1	5	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D6	NA	603	1	6	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D8	NA	603	1	8	cef	0.5	FALSE	FALSE	FALSE	NA
603-1D9	NA	603	1	9	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D-1	NA	603	2	-1	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D-2	NA	603	2	-2	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D-3	NA	603	2	-3	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D-4	NA	603	2	-4	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D-5	NA	603	2	-5	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D-6	0	603	2	-6	cef	0.5	FALSE	FALSE	TRUE	NA
603-2D0	NA	603	2	0	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D1	NA	603	2	1	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D10	NA	603	2	10	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D2	NA	603	2	2	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D3	NA	603	2	3	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D4	NA	603	2	4	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D5	NA	603	2	5	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D7	NA	603	2	7	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D8	NA	603	2	8	cef	0.5	FALSE	FALSE	FALSE	NA
603-2D9	NA	603	2	9	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D-1	NA	603	3	-1	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D-2	NA	603	3	-2	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D-3	NA	603	3	-3	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D-4	NA	603	3	-4	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D-5	NA	603	3	-5	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D-6	0	603	3	-6	cef	0.5	FALSE	FALSE	TRUE	NA
603-3D0	NA	603	3	0	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D1	NA	603	3	1	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D10	NA	603	3	10	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D2	NA	603	3	2	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D3	NA	603	3	3	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D4	NA	603	3	4	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D5	NA	603	3	5	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D6	NA	603	3	6	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D7	NA	603	3	7	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D8	NA	603	3	8	cef	0.5	FALSE	FALSE	FALSE	NA
603-3D9	NA	603	3	9	cef	0.5	FALSE	FALSE	FALSE	NA
626-1D-1	NA	626	1	-1	strep	5	FALSE	FALSE	FALSE	NA
626-1D-6	0	626	1	-6	strep	5	FALSE	FALSE	TRUE	NA
626-1D0	NA	626	1	0	strep	5	FALSE	FALSE	FALSE	NA
626-1D1	NA	626	1	1	strep	5	FALSE	FALSE	FALSE	NA
626-1D10	NA	626	1	10	strep	5	FALSE	FALSE	FALSE	NA
626-1D2	NA	626	1	2	strep	5	FALSE	FALSE	FALSE	NA
626-1D3	NA	626	1	3	strep	5	FALSE	FALSE	FALSE	NA
626-1D4	NA	626	1	4	strep	5	FALSE	FALSE	FALSE	NA
626-1D5	NA	626	1	5	strep	5	FALSE	FALSE	FALSE	NA
626-1D6	NA	626	1	6	strep	5	FALSE	FALSE	FALSE	NA
626-1D7	NA	626	1	7	strep	5	FALSE	FALSE	FALSE	NA
626-1D8	NA	626	1	8	strep	5	FALSE	FALSE	FALSE	NA
626-1D9	NA	626	1	9	strep	5	FALSE	FALSE	FALSE	NA
626-2D-1	NA	626	2	-1	strep	5	FALSE	FALSE	FALSE	NA
626-2D0	NA	626	2	0	strep	5	FALSE	FALSE	FALSE	NA
626-2D1	NA	626	2	1	strep	5	FALSE	FALSE	FALSE	NA
626-2D2	NA	626	2	2	strep	5	FALSE	FALSE	FALSE	NA
626-2D3	NA	626	2	3	strep	5	FALSE	FALSE	FALSE	NA
626-2D4	NA	626	2	4	strep	5	FALSE	FALSE	FALSE	NA
626-2D5	NA	626	2	5	strep	5	FALSE	FALSE	FALSE	NA
626-2D6	NA	626	2	6	strep	5	FALSE	FALSE	FALSE	NA
626-2D7	NA	626	2	7	strep	5	FALSE	FALSE	FALSE	NA
626-2D8	NA	626	2	8	strep	5	FALSE	FALSE	FALSE	NA
626-2D9	NA	626	2	9	strep	5	FALSE	FALSE	FALSE	NA
626-2D10	NA	626	2	10	strep	5	FALSE	FALSE	FALSE	NA
626-3D-1	NA	626	3	-1	strep	5	FALSE	FALSE	FALSE	NA
626-3D0	NA	626	3	0	strep	5	FALSE	FALSE	FALSE	NA
626-3D1	NA	626	3	1	strep	5	FALSE	FALSE	FALSE	NA
626-3D2	NA	626	3	2	strep	5	FALSE	FALSE	FALSE	NA
626-3D3	NA	626	3	3	strep	5	FALSE	FALSE	FALSE	NA
626-3D4	NA	626	3	4	strep	5	FALSE	FALSE	FALSE	NA
626-3D5	NA	626	3	5	strep	5	FALSE	FALSE	FALSE	NA
626-3D6	NA	626	3	6	strep	5	FALSE	FALSE	FALSE	NA
626-3D7	NA	626	3	7	strep	5	FALSE	FALSE	FALSE	NA
626-3D8	NA	626	3	8	strep	5	FALSE	FALSE	FALSE	NA
626-3D9	NA	626	3	9	strep	5	FALSE	FALSE	FALSE	NA
627-1D-1	NA	627	1	-1	strep	5	FALSE	TRUE	FALSE	NA
627-1D-6	0	627	1	-6	strep	5	FALSE	TRUE	TRUE	NA
627-1D0	NA	627	1	0	strep	5	FALSE	TRUE	FALSE	NA
627-1D1	3.4e+07	627	1	1	strep	5	FALSE	TRUE	FALSE	NA
627-1D10	1700000	627	1	10	strep	5	FALSE	TRUE	FALSE	NA
627-1D2	6e+07	627	1	2	strep	5	FALSE	TRUE	FALSE	NA
627-1D3	2.4e+07	627	1	3	strep	5	FALSE	TRUE	FALSE	NA
627-1D4	2.4e+07	627	1	4	strep	5	FALSE	TRUE	FALSE	NA
627-1D5	9e+06	627	1	5	strep	5	FALSE	TRUE	FALSE	NA
627-1D6	8400000	627	1	6	strep	5	FALSE	TRUE	FALSE	NA
627-1D7	2e+06	627	1	7	strep	5	FALSE	TRUE	FALSE	NA
627-1D8	3100000	627	1	8	strep	5	FALSE	TRUE	FALSE	NA
627-1D9	1e+06	627	1	9	strep	5	FALSE	TRUE	FALSE	NA
627-2D-1	NA	627	2	-1	strep	5	FALSE	TRUE	FALSE	NA
627-2D-6	0	627	2	-6	strep	5	FALSE	TRUE	TRUE	NA
627-2D0	NA	627	2	0	strep	5	FALSE	TRUE	FALSE	NA
627-2D1	34600000	627	2	1	strep	5	FALSE	TRUE	FALSE	NA
627-2D10	1800000	627	2	10	strep	5	FALSE	TRUE	FALSE	NA
627-2D2	3.2e+07	627	2	2	strep	5	FALSE	TRUE	FALSE	NA
627-2D3	1.56e+08	627	2	3	strep	5	FALSE	TRUE	FALSE	NA
627-2D4	16500000	627	2	4	strep	5	FALSE	TRUE	FALSE	NA
627-2D5	8900000	627	2	5	strep	5	FALSE	TRUE	FALSE	NA
627-2D6	1.9e+07	627	2	6	strep	5	FALSE	TRUE	FALSE	NA
627-2D7	2e+05	627	2	7	strep	5	FALSE	TRUE	FALSE	NA
627-2D8	2300000	627	2	8	strep	5	FALSE	TRUE	FALSE	NA
627-2D9	720000	627	2	9	strep	5	FALSE	TRUE	FALSE	NA
627-3D-1	NA	627	3	-1	strep	5	FALSE	TRUE	FALSE	NA
627-3D-6	0	627	3	-6	strep	5	FALSE	TRUE	TRUE	NA
627-3D0	NA	627	3	0	strep	5	FALSE	TRUE	FALSE	NA
627-3D1	1.01e+08	627	3	1	strep	5	FALSE	TRUE	FALSE	NA
627-3D10	5300000	627	3	10	strep	5	FALSE	TRUE	FALSE	NA
627-3D2	4.3e+07	627	3	2	strep	5	FALSE	TRUE	FALSE	NA
627-3D3	5.7e+07	627	3	3	strep	5	FALSE	TRUE	FALSE	NA
627-3D4	6e+07	627	3	4	strep	5	FALSE	TRUE	FALSE	NA
627-3D5	3e+07	627	3	5	strep	5	FALSE	TRUE	FALSE	NA
627-3D6	1.7e+08	627	3	6	strep	5	FALSE	TRUE	FALSE	NA
627-3D7	2e+05	627	3	7	strep	5	FALSE	TRUE	FALSE	NA
627-3D8	17100000	627	3	8	strep	5	FALSE	TRUE	FALSE	NA
627-3D9	2500000	627	3	9	strep	5	FALSE	TRUE	FALSE	NA
627-4D-1	NA	627	4	-1	strep	5	FALSE	TRUE	FALSE	NA
627-4D-6	0	627	4	-6	strep	5	FALSE	TRUE	TRUE	NA
627-4D0	NA	627	4	0	strep	5	FALSE	TRUE	FALSE	NA
627-4D1	5.7e+07	627	4	1	strep	5	FALSE	TRUE	FALSE	NA
627-4D10	3900000	627	4	10	strep	5	FALSE	TRUE	FALSE	NA
627-4D2	1.7e+07	627	4	2	strep	5	FALSE	TRUE	FALSE	NA
627-4D3	5.4e+07	627	4	3	strep	5	FALSE	TRUE	FALSE	NA
627-4D4	5.3e+07	627	4	4	strep	5	FALSE	TRUE	FALSE	NA
627-4D5	2e+07	627	4	5	strep	5	FALSE	TRUE	FALSE	NA
627-4D6	1.8e+07	627	4	6	strep	5	FALSE	TRUE	FALSE	NA
627-4D7	1200000	627	4	7	strep	5	FALSE	TRUE	FALSE	NA
627-4D8	7200000	627	4	8	strep	5	FALSE	TRUE	FALSE	NA
627-4D9	3e+06	627	4	9	strep	5	FALSE	TRUE	FALSE	NA
627-5D-1	NA	627	5	-1	strep	5	FALSE	TRUE	FALSE	NA
627-5D-6	0	627	5	-6	strep	5	FALSE	TRUE	TRUE	NA
627-5D0	NA	627	5	0	strep	5	FALSE	TRUE	FALSE	NA
627-5D1	7e+07	627	5	1	strep	5	FALSE	TRUE	FALSE	NA
627-5D10	4200000	627	5	10	strep	5	FALSE	TRUE	FALSE	NA
627-5D2	6e+07	627	5	2	strep	5	FALSE	TRUE	FALSE	NA
627-5D3	5.5e+07	627	5	3	strep	5	FALSE	TRUE	FALSE	NA
627-5D4	2.3e+07	627	5	4	strep	5	FALSE	TRUE	FALSE	NA
627-5D5	19100000	627	5	5	strep	5	FALSE	TRUE	FALSE	NA
627-5D6	14400000	627	5	6	strep	5	FALSE	TRUE	FALSE	NA
627-5D7	4900000	627	5	7	strep	5	FALSE	TRUE	FALSE	NA
627-5D8	4500000	627	5	8	strep	5	FALSE	TRUE	FALSE	NA
627-5D9	2800000	627	5	9	strep	5	FALSE	TRUE	FALSE	NA
740-1D-6	0	740	1	-6	vanc	0.3	FALSE	TRUE	TRUE	NA
740-1D0	NA	740	1	0	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D1	24400000	740	1	1	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D10	27000	740	1	10	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D2	6100000	740	1	2	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D3	1.43e+08	740	1	3	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D4	2.2e+07	740	1	4	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D5	1.1e+07	740	1	5	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D6	6200000	740	1	6	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D7	248000	740	1	7	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D8	26000	740	1	8	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-1D9	17000	740	1	9	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D-6	0	740	2	-6	vanc	0.3	FALSE	TRUE	TRUE	NA
740-2D0	NA	740	2	0	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D1	2.4e+07	740	2	1	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D10	500	740	2	10	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D3	3.8e+07	740	2	3	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D4	2500000	740	2	4	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D5	2e+06	740	2	5	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D6	1830000	740	2	6	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D7	132000	740	2	7	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D8	35000	740	2	8	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-2D9	4000	740	2	9	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D-6	0	740	3	-6	vanc	0.3	FALSE	TRUE	TRUE	NA
740-3D0	NA	740	3	0	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D1	26400000	740	3	1	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D10	30000	740	3	10	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D2	6.6e+07	740	3	2	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D3	8e+07	740	3	3	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D4	1800000	740	3	4	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D5	3300000	740	3	5	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D6	1020000	740	3	6	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D7	235000	740	3	7	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D8	510000	740	3	8	vanc 	0.3	FALSE	TRUE	FALSE	NA
740-3D9	6e+05	740	3	9	vanc 	0.3	FALSE	TRUE	FALSE	NA
741-1D-1	NA	741	1	-1	vanc	0.1	FALSE	TRUE	FALSE	NA
741-1D-6	0	741	1	-6	vanc	0.1	FALSE	TRUE	TRUE	NA
741-1D0	NA	741	1	0	vanc	0.1	FALSE	TRUE	FALSE	NA
741-1D1	1.1e+07	741	1	1	vanc	0.1	FALSE	TRUE	FALSE	NA
741-1D10	654000	741	1	10	vanc	0.1	FALSE	TRUE	FALSE	NA
741-1D2	3.4e+07	741	1	2	vanc	0.1	FALSE	TRUE	FALSE	NA
741-1D3	4.3e+07	741	1	3	vanc	0.1	FALSE	TRUE	FALSE	NA
741-1D4	4400000	741	1	4	vanc	0.1	FALSE	TRUE	FALSE	NA
741-1D5	3300000	741	1	5	vanc	0.1	FALSE	TRUE	FALSE	NA
