sample	CFU	group	mouse	day	abx	dose	time	Cdiff	preABX	recovDays
089-4-D4	14200000	89	4	4	strep	0.5	on-time	630dE	other	no
089-4-D5	8100000	89	4	5	strep	0.5	on-time	630dE	other	no
089-4-D6	2460000	89	4	6	strep	0.5	on-time	630dE	other	no
089-4-D7	3900000	89	4	7	strep	0.5	on-time	630dE	other	no
089-4-D8	1890000	89	4	8	strep	0.5	on-time	630dE	other	no
089-4-D9	3190000	89	4	9	strep	0.5	on-time	630dE	other	no
089-5-D-6	0	89	5	-6	strep	0.5	on-time	630dE	preAbx	no
089-5-D0	NA	89	5	0	strep	0.5	on-time	630dE	other	no
089-5-D1	3500000	89	5	1	strep	0.5	on-time	630dE	other	no
089-5-D10	5000000	89	5	10	strep	0.5	on-time	630dE	other	no
089-5-D2	16500000	89	5	2	strep	0.5	on-time	630dE	other	no
089-5-D3	3300000	89	5	3	strep	0.5	on-time	630dE	other	no
089-5-D4	12500000	89	5	4	strep	0.5	on-time	630dE	other	no
089-5-D5	6500000	89	5	5	strep	0.5	on-time	630dE	other	no
089-5-D6	6400000	89	5	6	strep	0.5	on-time	630dE	other	no
089-5-D7	7400000	89	5	7	strep	0.5	on-time	630dE	other	no
089-5-D8	3010000	89	5	8	strep	0.5	on-time	630dE	other	no
089-5-D9	3230000	89	5	9	strep	0.5	on-time	630dE	other	no
047-1D-6	0	47	1	-6	strep	5	on-time	630dE	preAbx	no
047-1D0	NA	47	1	0	strep	5	on-time	630dE	other	no
047-1D1	72000000	47	1	1	strep	5	on-time	630dE	other	no
047-1D10	35300000	47	1	10	strep	5	on-time	630dE	other	no
047-1D3	50000000	47	1	3	strep	5	on-time	630dE	other	no
047-1D4	56000000	47	1	4	strep	5	on-time	630dE	other	no
047-1D5	24500000	47	1	5	strep	5	on-time	630dE	other	no
047-1D6	19000000	47	1	6	strep	5	on-time	630dE	other	no
047-1D7	30600000	47	1	7	strep	5	on-time	630dE	other	no
047-1D8	30000000	47	1	8	strep	5	on-time	630dE	other	no
047-1D9	20000000	47	1	9	strep	5	on-time	630dE	other	no
047-2D-6	0	47	2	-6	strep	5	on-time	630dE	preAbx	no
047-2D0	NA	47	2	0	strep	5	on-time	630dE	other	no
047-2D1	73000000	47	2	1	strep	5	on-time	630dE	other	no
047-2D10	15600000	47	2	10	strep	5	on-time	630dE	other	no
047-2D2	15000000	47	2	2	strep	5	on-time	630dE	other	no
047-2D3	16000000	47	2	3	strep	5	on-time	630dE	other	no
047-2D4	34000000	47	2	4	strep	5	on-time	630dE	other	no
047-2D5	10000000	47	2	5	strep	5	on-time	630dE	other	no
047-2D6	26000000	47	2	6	strep	5	on-time	630dE	other	no
047-2D7	20000000	47	2	7	strep	5	on-time	630dE	other	no
047-2D8	34400000	47	2	8	strep	5	on-time	630dE	other	no
047-2D9	33000000	47	2	9	strep	5	on-time	630dE	other	no
047-3D-6	0	47	3	-6	strep	5	on-time	630dE	preAbx	no
047-3D0	NA	47	3	0	strep	5	on-time	630dE	other	no
047-3D1	27000000	47	3	1	strep	5	on-time	630dE	other	no
047-3D10	41600000	47	3	10	strep	5	on-time	630dE	other	no
047-3D2	47000000	47	3	2	strep	5	on-time	630dE	other	no
047-3D3	52000000	47	3	3	strep	5	on-time	630dE	other	no
047-3D4	55000000	47	3	4	strep	5	on-time	630dE	other	no
047-3D5	7500000	47	3	5	strep	5	on-time	630dE	other	no
047-3D6	17400000	47	3	6	strep	5	on-time	630dE	other	no
047-3D7	12100000	47	3	7	strep	5	on-time	630dE	other	no
047-3D8	48400000	47	3	8	strep	5	on-time	630dE	other	no
047-3D9	40000000	47	3	9	strep	5	on-time	630dE	other	no
626-1D-1	NA	626	1	-1	strep	5	on-time	none	other	no
626-1D-6	0	626	1	-6	strep	5	on-time	none	preAbx	no
626-1D0	NA	626	1	0	strep	5	on-time	none	other	no
626-1D1	NA	626	1	1	strep	5	on-time	none	other	no
626-1D10	NA	626	1	10	strep	5	on-time	none	other	no
626-1D2	NA	626	1	2	strep	5	on-time	none	other	no
626-1D3	NA	626	1	3	strep	5	on-time	none	other	no
626-1D4	NA	626	1	4	strep	5	on-time	none	other	no
626-1D5	NA	626	1	5	strep	5	on-time	none	other	no
626-1D6	NA	626	1	6	strep	5	on-time	none	other	no
626-1D7	NA	626	1	7	strep	5	on-time	none	other	no
626-1D8	NA	626	1	8	strep	5	on-time	none	other	no
626-1D9	NA	626	1	9	strep	5	on-time	none	other	no
626-2D-1	NA	626	2	-1	strep	5	on-time	none	other	no
626-2D0	NA	626	2	0	strep	5	on-time	none	other	no
626-2D1	NA	626	2	1	strep	5	on-time	none	other	no
626-2D2	NA	626	2	2	strep	5	on-time	none	other	no
626-2D3	NA	626	2	3	strep	5	on-time	none	other	no
626-2D5	NA	626	2	5	strep	5	on-time	none	other	no
626-2D6	NA	626	2	6	strep	5	on-time	none	other	no
626-2D7	NA	626	2	7	strep	5	on-time	none	other	no
626-2D8	NA	626	2	8	strep	5	on-time	none	other	no
626-2D9	NA	626	2	9	strep	5	on-time	none	other	no
626-3D-1	NA	626	3	-1	strep	5	on-time	none	other	no
626-3D0	NA	626	3	0	strep	5	on-time	none	other	no
626-3D1	NA	626	3	1	strep	5	on-time	none	other	no
626-3D2	NA	626	3	2	strep	5	on-time	none	other	no
626-3D3	NA	626	3	3	strep	5	on-time	none	other	no
626-3D4	NA	626	3	4	strep	5	on-time	none	other	no
626-3D5	NA	626	3	5	strep	5	on-time	none	other	no
626-3D6	NA	626	3	6	strep	5	on-time	none	other	no
626-3D7	NA	626	3	7	strep	5	on-time	none	other	no
626-3D8	NA	626	3	8	strep	5	on-time	none	other	no
626-3D9	NA	626	3	9	strep	5	on-time	none	other	no
627-1D-1	NA	627	1	-1	strep	5	on-time	630dE	other	no
627-1D-6	0	627	1	-6	strep	5	on-time	630dE	preAbx	no
627-1D0	NA	627	1	0	strep	5	on-time	630dE	other	no
627-1D1	34000000	627	1	1	strep	5	on-time	630dE	other	no
627-1D10	1700000	627	1	10	strep	5	on-time	630dE	other	no
627-1D2	60000000	627	1	2	strep	5	on-time	630dE	other	no
627-1D3	24000000	627	1	3	strep	5	on-time	630dE	other	no
627-1D4	24000000	627	1	4	strep	5	on-time	630dE	other	no
627-1D5	9000000	627	1	5	strep	5	on-time	630dE	other	no
627-1D6	8400000	627	1	6	strep	5	on-time	630dE	other	no
627-1D7	2000000	627	1	7	strep	5	on-time	630dE	other	no
627-1D8	3100000	627	1	8	strep	5	on-time	630dE	other	no
627-1D9	1000000	627	1	9	strep	5	on-time	630dE	other	no
627-2D-1	NA	627	2	-1	strep	5	on-time	630dE	other	no
627-2D-6	0	627	2	-6	strep	5	on-time	630dE	preAbx	no
627-2D0	NA	627	2	0	strep	5	on-time	630dE	other	no
627-2D1	34600000	627	2	1	strep	5	on-time	630dE	other	no
627-2D10	1800000	627	2	10	strep	5	on-time	630dE	other	no
627-2D2	32000000	627	2	2	strep	5	on-time	630dE	other	no
627-2D3	156000000	627	2	3	strep	5	on-time	630dE	other	no
627-2D4	16500000	627	2	4	strep	5	on-time	630dE	other	no
627-2D5	8900000	627	2	5	strep	5	on-time	630dE	other	no
627-2D6	19000000	627	2	6	strep	5	on-time	630dE	other	no
627-2D7	200000	627	2	7	strep	5	on-time	630dE	other	no
627-2D8	2300000	627	2	8	strep	5	on-time	630dE	other	no
627-2D9	720000	627	2	9	strep	5	on-time	630dE	other	no
627-3D-1	NA	627	3	-1	strep	5	on-time	630dE	other	no
627-3D-6	0	627	3	-6	strep	5	on-time	630dE	preAbx	no
627-3D0	NA	627	3	0	strep	5	on-time	630dE	other	no
627-3D1	101000000	627	3	1	strep	5	on-time	630dE	other	no
627-3D10	5300000	627	3	10	strep	5	on-time	630dE	other	no
627-3D2	43000000	627	3	2	strep	5	on-time	630dE	other	no
627-3D3	57000000	627	3	3	strep	5	on-time	630dE	other	no
627-3D4	60000000	627	3	4	strep	5	on-time	630dE	other	no
627-3D5	30000000	627	3	5	strep	5	on-time	630dE	other	no
627-3D6	170000000	627	3	6	strep	5	on-time	630dE	other	no
627-3D7	200000	627	3	7	strep	5	on-time	630dE	other	no
627-3D8	17100000	627	3	8	strep	5	on-time	630dE	other	no
627-3D9	2500000	627	3	9	strep	5	on-time	630dE	other	no
627-4D-1	NA	627	4	-1	strep	5	on-time	630dE	other	no
627-4D-6	0	627	4	-6	strep	5	on-time	630dE	preAbx	no
627-4D0	NA	627	4	0	strep	5	on-time	630dE	other	no
627-4D1	57000000	627	4	1	strep	5	on-time	630dE	other	no
627-4D10	3900000	627	4	10	strep	5	on-time	630dE	other	no
627-4D2	17000000	627	4	2	strep	5	on-time	630dE	other	no
627-4D3	54000000	627	4	3	strep	5	on-time	630dE	other	no
627-4D4	53000000	627	4	4	strep	5	on-time	630dE	other	no
627-4D5	20000000	627	4	5	strep	5	on-time	630dE	other	no
627-4D6	18000000	627	4	6	strep	5	on-time	630dE	other	no
627-4D7	1200000	627	4	7	strep	5	on-time	630dE	other	no
627-4D8	7200000	627	4	8	strep	5	on-time	630dE	other	no
627-4D9	3000000	627	4	9	strep	5	on-time	630dE	other	no
627-5D-1	NA	627	5	-1	strep	5	on-time	630dE	other	no
627-5D-6	0	627	5	-6	strep	5	on-time	630dE	preAbx	no
627-5D0	NA	627	5	0	strep	5	on-time	630dE	other	no
627-5D1	70000000	627	5	1	strep	5	on-time	630dE	other	no
627-5D10	4200000	627	5	10	strep	5	on-time	630dE	other	no
627-5D2	60000000	627	5	2	strep	5	on-time	630dE	other	no
627-5D3	55000000	627	5	3	strep	5	on-time	630dE	other	no
627-5D4	23000000	627	5	4	strep	5	on-time	630dE	other	no
627-5D5	19100000	627	5	5	strep	5	on-time	630dE	other	no
627-5D6	14400000	627	5	6	strep	5	on-time	630dE	other	no
627-5D7	4900000	627	5	7	strep	5	on-time	630dE	other	no
627-5D8	4500000	627	5	8	strep	5	on-time	630dE	other	no
627-5D9	2800000	627	5	9	strep	5	on-time	630dE	other	no
087-1-D-6	0	87	1	-6	vanc	0.1	on-time	630dE	preAbx	no
087-1-D0	NA	87	1	0	vanc	0.1	on-time	630dE	other	no
087-1-D1	13600000	87	1	1	vanc	0.1	on-time	630dE	other	no
087-1-D10	38000000	87	1	10	vanc	0.1	on-time	630dE	other	no
087-1-D2	148000000	87	1	2	vanc	0.1	on-time	630dE	other	no
087-1-D4	12000000	87	1	4	vanc	0.1	on-time	630dE	other	no
087-1-D5	300000	87	1	5	vanc	0.1	on-time	630dE	other	no
087-1-D6	29000	87	1	6	vanc	0.1	on-time	630dE	other	no
087-1-D7	1900	87	1	7	vanc	0.1	on-time	630dE	other	no
087-1-D8	100	87	1	8	vanc	0.1	on-time	630dE	other	no
087-1-D9	0	87	1	9	vanc	0.1	on-time	630dE	other	no
087-2-D-6	0	87	2	-6	vanc	0.1	on-time	630dE	preAbx	no
087-2-D0	NA	87	2	0	vanc	0.1	on-time	630dE	other	no
087-2-D1	19100000	87	2	1	vanc	0.1	on-time	630dE	other	no
087-2-D10	0	87	2	10	vanc	0.1	on-time	630dE	other	no
087-2-D3	38000000	87	2	3	vanc	0.1	on-time	630dE	other	no
087-2-D4	4000000	87	2	4	vanc	0.1	on-time	630dE	other	no
087-2-D5	500000	87	2	5	vanc	0.1	on-time	630dE	other	no
087-2-D7	68000	87	2	7	vanc	0.1	on-time	630dE	other	no
087-2-D8	1200	87	2	8	vanc	0.1	on-time	630dE	other	no
087-2-D9	200	87	2	9	vanc	0.1	on-time	630dE	other	no
087-3-D-6	0	87	3	-6	vanc	0.1	on-time	630dE	preAbx	no
087-3-D0	NA	87	3	0	vanc	0.1	on-time	630dE	other	no
087-3-D1	14000000	87	3	1	vanc	0.1	on-time	630dE	other	no
087-3-D10	190000	87	3	10	vanc	0.1	on-time	630dE	other	no
087-3-D3	91000000	87	3	3	vanc	0.1	on-time	630dE	other	no
087-3-D4	50000000	87	3	4	vanc	0.1	on-time	630dE	other	no
087-3-D5	31700000	87	3	5	vanc	0.1	on-time	630dE	other	no
087-3-D6	3000000	87	3	6	vanc	0.1	on-time	630dE	other	no
087-3-D7	550000	87	3	7	vanc	0.1	on-time	630dE	other	no
087-3-D8	290000	87	3	8	vanc	0.1	on-time	630dE	other	no
087-3-D9	520000	87	3	9	vanc	0.1	on-time	630dE	other	no
087-4-D-6	0	87	4	-6	vanc	0.1	on-time	630dE	preAbx	no
087-4-D0	NA	87	4	0	vanc	0.1	on-time	630dE	other	no
087-4-D1	19600000	87	4	1	vanc	0.1	on-time	630dE	other	no
087-4-D10	100	87	4	10	vanc	0.1	on-time	630dE	other	no
087-4-D2	20000000	87	4	2	vanc	0.1	on-time	630dE	other	no
087-4-D3	47000000	87	4	3	vanc	0.1	on-time	630dE	other	no
087-4-D4	33000000	87	4	4	vanc	0.1	on-time	630dE	other	no
087-4-D5	21700000	87	4	5	vanc	0.1	on-time	630dE	other	no
087-4-D6	3000000	87	4	6	vanc	0.1	on-time	630dE	other	no
087-4-D7	1210000	87	4	7	vanc	0.1	on-time	630dE	other	no
087-4-D8	170000	87	4	8	vanc	0.1	on-time	630dE	other	no
087-4-D9	NA	87	4	9	vanc	0.1	on-time	630dE	other	no
096-1-D-6	0	96	1	-6	vanc	0.1	on-time	630dE	preAbx	no
096-1-D0	NA	96	1	0	vanc	0.1	on-time	630dE	other	no
096-1-D1	13200000	96	1	1	vanc	0.1	on-time	630dE	other	no
096-1-D10	210000	96	1	10	vanc	0.1	on-time	630dE	other	no
096-1-D2	89000000	96	1	2	vanc	0.1	on-time	630dE	other	no
096-1-D3	38000000	96	1	3	vanc	0.1	on-time	630dE	other	no
096-1-D4	18900000	96	1	4	vanc	0.1	on-time	630dE	other	no
096-1-D5	4700000	96	1	5	vanc	0.1	on-time	630dE	other	no
096-1-D6	2900000	96	1	6	vanc	0.1	on-time	630dE	other	no
096-1-D7	630000	96	1	7	vanc	0.1	on-time	630dE	other	no
096-1-D8	250000	96	1	8	vanc	0.1	on-time	630dE	other	no
096-1-D9	590000	96	1	9	vanc	0.1	on-time	630dE	other	no
096-2-D-6	0	96	2	-6	vanc	0.1	on-time	630dE	preAbx	no
096-2-D0	NA	96	2	0	vanc	0.1	on-time	630dE	other	no
096-2-D1	26400000	96	2	1	vanc	0.1	on-time	630dE	other	no
096-2-D10	210000	96	2	10	vanc	0.1	on-time	630dE	other	no
096-2-D2	54000000	96	2	2	vanc	0.1	on-time	630dE	other	no
096-2-D3	11000000	96	2	3	vanc	0.1	on-time	630dE	other	no
096-2-D4	3300000	96	2	4	vanc	0.1	on-time	630dE	other	no
096-2-D5	7000000	96	2	5	vanc	0.1	on-time	630dE	other	no
096-2-D6	600000	96	2	6	vanc	0.1	on-time	630dE	other	no
096-2-D7	470000	96	2	7	vanc	0.1	on-time	630dE	other	no
096-2-D8	380000	96	2	8	vanc	0.1	on-time	630dE	other	no
096-2-D9	310000	96	2	9	vanc	0.1	on-time	630dE	other	no
741-1D-1	NA	741	1	-1	vanc	0.1	on-time	630dE	other	no
741-1D-6	0	741	1	-6	vanc	0.1	on-time	630dE	preAbx	no
741-1D0	NA	741	1	0	vanc	0.1	on-time	630dE	other	no
741-1D1	11000000	741	1	1	vanc	0.1	on-time	630dE	other	no
741-1D10	654000	741	1	10	vanc	0.1	on-time	630dE	other	no
741-1D2	34000000	741	1	2	vanc	0.1	on-time	630dE	other	no
741-1D3	43000000	741	1	3	vanc	0.1	on-time	630dE	other	no
741-1D4	4400000	741	1	4	vanc	0.1	on-time	630dE	other	no
741-1D5	3300000	741	1	5	vanc	0.1	on-time	630dE	other	no
741-1D6	4000000	741	1	6	vanc	0.1	on-time	630dE	other	no
741-1D7	1270000	741	1	7	vanc	0.1	on-time	630dE	other	no
741-1D8	1340000	741	1	8	vanc	0.1	on-time	630dE	other	no
741-1D9	550000	741	1	9	vanc	0.1	on-time	630dE	other	no
741-2D-1	NA	741	2	-1	vanc	0.1	on-time	630dE	other	no
741-2D-6	0	741	2	-6	vanc	0.1	on-time	630dE	preAbx	no
741-2D0	NA	741	2	0	vanc	0.1	on-time	630dE	other	no
741-2D1	20500000	741	2	1	vanc	0.1	on-time	630dE	other	no
741-2D10	470000	741	2	10	vanc	0.1	on-time	630dE	other	no
741-2D2	58000000	741	2	2	vanc	0.1	on-time	630dE	other	no
741-2D3	20000000	741	2	3	vanc	0.1	on-time	630dE	other	no
741-2D4	11600000	741	2	4	vanc	0.1	on-time	630dE	other	no
741-2D5	5500000	741	2	5	vanc	0.1	on-time	630dE	other	no
741-2D6	530000	741	2	6	vanc	0.1	on-time	630dE	other	no
741-2D7	420000	741	2	7	vanc	0.1	on-time	630dE	other	no
741-2D8	1450000	741	2	8	vanc	0.1	on-time	630dE	other	no
741-2D9	1380000	741	2	9	vanc	0.1	on-time	630dE	other	no
741-3D-1	NA	741	3	-1	vanc	0.1	on-time	630dE	other	no
741-3D-6	0	741	3	-6	vanc	0.1	on-time	630dE	preAbx	no
741-3D0	NA	741	3	0	vanc	0.1	on-time	630dE	other	no
741-3D1	13900000	741	3	1	vanc	0.1	on-time	630dE	other	no
741-3D10	81000	741	3	10	vanc	0.1	on-time	630dE	other	no
741-3D2	78000000	741	3	2	vanc	0.1	on-time	630dE	other	no
741-3D3	41000000	741	3	3	vanc	0.1	on-time	630dE	other	no
741-3D4	7900000	741	3	4	vanc	0.1	on-time	630dE	other	no
741-3D5	690000	741	3	5	vanc	0.1	on-time	630dE	other	no
741-3D6	61000	741	3	6	vanc	0.1	on-time	630dE	other	no
741-3D7	8000	741	3	7	vanc	0.1	on-time	630dE	other	no
741-3D8	15600	741	3	8	vanc	0.1	on-time	630dE	other	no
741-3D9	2000	741	3	9	vanc	0.1	on-time	630dE	other	no
086-1-D-6	0	86	1	-6	vanc	0.3	on-time	630dE	preAbx	no
086-1-D0	NA	86	1	0	vanc	0.3	on-time	630dE	other	no
086-1-D1	1110000	86	1	1	vanc	0.3	on-time	630dE	other	no
086-1-D10	16000000	86	1	10	vanc	0.3	on-time	630dE	other	no
086-1-D2	179000000	86	1	2	vanc	0.3	on-time	630dE	other	no
086-1-D4	89000000	86	1	4	vanc	0.3	on-time	630dE	other	no
086-1-D5	59000000	86	1	5	vanc	0.3	on-time	630dE	other	no
086-1-D6	69000000	86	1	6	vanc	0.3	on-time	630dE	other	no
086-1-D7	43200000	86	1	7	vanc	0.3	on-time	630dE	other	no
086-1-D8	44000000	86	1	8	vanc	0.3	on-time	630dE	other	no
086-1-D9	43000000	86	1	9	vanc	0.3	on-time	630dE	other	no
086-2-D-6	0	86	2	-6	vanc	0.3	on-time	630dE	preAbx	no
086-2-D0	NA	86	2	0	vanc	0.3	on-time	630dE	other	no
086-2-D1	22700000	86	2	1	vanc	0.3	on-time	630dE	other	no
086-2-D10	16000000	86	2	10	vanc	0.3	on-time	630dE	other	no
086-2-D2	193000000	86	2	2	vanc	0.3	on-time	630dE	other	no
086-2-D4	17000000	86	2	4	vanc	0.3	on-time	630dE	other	no
086-2-D5	100000000	86	2	5	vanc	0.3	on-time	630dE	other	no
086-2-D6	17000000	86	2	6	vanc	0.3	on-time	630dE	other	no
086-2-D7	29600000	86	2	7	vanc	0.3	on-time	630dE	other	no
086-2-D8	32000000	86	2	8	vanc	0.3	on-time	630dE	other	no
086-2-D9	47000000	86	2	9	vanc	0.3	on-time	630dE	other	no
086-3-D-6	0	86	3	-6	vanc	0.3	on-time	630dE	preAbx	no
086-3-D0	NA	86	3	0	vanc	0.3	on-time	630dE	other	no
086-3-D1	16900000	86	3	1	vanc	0.3	on-time	630dE	other	no
086-3-D10	35000000	86	3	10	vanc	0.3	on-time	630dE	other	no
086-3-D2	190000000	86	3	2	vanc	0.3	on-time	630dE	other	no
086-3-D3	188000000	86	3	3	vanc	0.3	on-time	630dE	other	no
086-3-D4	37000000	86	3	4	vanc	0.3	on-time	630dE	other	no
086-3-D5	80000000	86	3	5	vanc	0.3	on-time	630dE	other	no
086-3-D6	14000000	86	3	6	vanc	0.3	on-time	630dE	other	no
086-3-D7	16000000	86	3	7	vanc	0.3	on-time	630dE	other	no
086-3-D8	31000000	86	3	8	vanc	0.3	on-time	630dE	other	no
086-3-D9	23000000	86	3	9	vanc	0.3	on-time	630dE	other	no
086-4-D-6	0	86	4	-6	vanc	0.3	on-time	630dE	preAbx	no
086-4-D0	NA	86	4	0	vanc	0.3	on-time	630dE	other	no
086-4-D1	16400000	86	4	1	vanc	0.3	on-time	630dE	other	no
086-4-D10	20000000	86	4	10	vanc	0.3	on-time	630dE	other	no
086-4-D2	153000000	86	4	2	vanc	0.3	on-time	630dE	other	no
086-4-D4	83000000	86	4	4	vanc	0.3	on-time	630dE	other	no
086-4-D5	132000000	86	4	5	vanc	0.3	on-time	630dE	other	no
086-4-D6	24000000	86	4	6	vanc	0.3	on-time	630dE	other	no
086-4-D7	61000000	86	4	7	vanc	0.3	on-time	630dE	other	no
086-4-D8	46000000	86	4	8	vanc	0.3	on-time	630dE	other	no
086-4-D9	47000000	86	4	9	vanc	0.3	on-time	630dE	other	no
086-5-D-6	0	86	5	-6	vanc	0.3	on-time	630dE	preAbx	no
086-5-D0	NA	86	5	0	vanc	0.3	on-time	630dE	other	no
086-5-D1	22500000	86	5	1	vanc	0.3	on-time	630dE	other	no
086-5-D10	18000000	86	5	10	vanc	0.3	on-time	630dE	other	no
086-5-D2	118000000	86	5	2	vanc	0.3	on-time	630dE	other	no
086-5-D3	105000000	86	5	3	vanc	0.3	on-time	630dE	other	no
086-5-D4	31000000	86	5	4	vanc	0.3	on-time	630dE	other	no
086-5-D5	80000000	86	5	5	vanc	0.3	on-time	630dE	other	no
086-5-D6	20000000	86	5	6	vanc	0.3	on-time	630dE	other	no
086-5-D7	13700000	86	5	7	vanc	0.3	on-time	630dE	other	no
086-5-D8	12000000	86	5	8	vanc	0.3	on-time	630dE	other	no
086-5-D9	26000000	86	5	9	vanc	0.3	on-time	630dE	other	no
740-1D-6	0	740	1	-6	vanc	0.3	on-time	630dE	preAbx	no
740-2D-6	0	740	2	-6	vanc	0.3	on-time	630dE	preAbx	no
740-3D-6	0	740	3	-6	vanc	0.3	on-time	630dE	preAbx	no
007-1D-1	NA	7	1	-1	vanc	0.625	on-time	630dE	other	no
007-1D-6	0	7	1	-6	vanc	0.625	on-time	630dE	preAbx	no
007-1D0	NA	7	1	0	vanc	0.625	on-time	630dE	other	no
007-1D10	12700000	7	1	10	vanc	0.625	on-time	630dE	other	no
007-1D2	83000000	7	1	2	vanc	0.625	on-time	630dE	other	no
007-1D3	340000000	7	1	3	vanc	0.625	on-time	630dE	other	no
007-1D4	55000000	7	1	4	vanc	0.625	on-time	630dE	other	no
007-1D5	160000000	7	1	5	vanc	0.625	on-time	630dE	other	no
007-1D6	260000000	7	1	6	vanc	0.625	on-time	630dE	other	no
007-1D7	21000000	7	1	7	vanc	0.625	on-time	630dE	other	no
007-1D8	36800000	7	1	8	vanc	0.625	on-time	630dE	other	no
007-1D9	8200000	7	1	9	vanc	0.625	on-time	630dE	other	no
007-2D-1	NA	7	2	-1	vanc	0.625	on-time	630dE	other	no
007-2D-6	0	7	2	-6	vanc	0.625	on-time	630dE	preAbx	no
007-2D0	NA	7	2	0	vanc	0.625	on-time	630dE	other	no
007-2D1	0	7	2	1	vanc	0.625	on-time	630dE	other	no
007-2D10	6300000	7	2	10	vanc	0.625	on-time	630dE	other	no
007-2D2	99000000	7	2	2	vanc	0.625	on-time	630dE	other	no
007-2D3	280000000	7	2	3	vanc	0.625	on-time	630dE	other	no
007-2D4	12100000	7	2	4	vanc	0.625	on-time	630dE	other	no
007-2D5	11900000	7	2	5	vanc	0.625	on-time	630dE	other	no
007-2D6	57000000	7	2	6	vanc	0.625	on-time	630dE	other	no
007-2D7	31000000	7	2	7	vanc	0.625	on-time	630dE	other	no
007-2D8	38400000	7	2	8	vanc	0.625	on-time	630dE	other	no
007-2D9	23000000	7	2	9	vanc	0.625	on-time	630dE	other	no
007-357D-1	NA	7	357	-1	vanc	0.625	on-time	630dE	other	no
007-357D-6	0	7	357	-6	vanc	0.625	on-time	630dE	preAbx	no
007-357D0	NA	7	357	0	vanc	0.625	on-time	630dE	other	no
007-357D1	0	7	357	1	vanc	0.625	on-time	630dE	other	no
007-357D10	8500000	7	357	10	vanc	0.625	on-time	630dE	other	no
007-357D2	25000000	7	357	2	vanc	0.625	on-time	630dE	other	no
007-357D3	165000000	7	357	3	vanc	0.625	on-time	630dE	other	no
007-357D4	92000000	7	357	4	vanc	0.625	on-time	630dE	other	no
007-357D5	810000000	7	357	5	vanc	0.625	on-time	630dE	other	no
007-357D6	43000000	7	357	6	vanc	0.625	on-time	630dE	other	no
007-357D7	12700000	7	357	7	vanc	0.625	on-time	630dE	other	no
007-357D8	46800000	7	357	8	vanc	0.625	on-time	630dE	other	no
007-357D9	20000000	7	357	9	vanc	0.625	on-time	630dE	other	no
007-358D-1	NA	7	358	-1	vanc	0.625	on-time	630dE	other	no
007-358D-6	0	7	358	-6	vanc	0.625	on-time	630dE	preAbx	no
007-358D0	NA	7	358	0	vanc	0.625	on-time	630dE	other	no
007-358D1	0	7	358	1	vanc	0.625	on-time	630dE	other	no
007-358D10	6000000	7	358	10	vanc	0.625	on-time	630dE	other	no
007-358D2	74000000	7	358	2	vanc	0.625	on-time	630dE	other	no
007-358D3	180000000	7	358	3	vanc	0.625	on-time	630dE	other	no
007-358D5	280000000	7	358	5	vanc	0.625	on-time	630dE	other	no
007-358D6	73000000	7	358	6	vanc	0.625	on-time	630dE	other	no
007-358D7	31000000	7	358	7	vanc	0.625	on-time	630dE	other	no
007-358D8	25200000	7	358	8	vanc	0.625	on-time	630dE	other	no
007-358D9	9600000	7	358	9	vanc	0.625	on-time	630dE	other	no
0071D1	0	7	1	1	vanc	0.625	on-time	630dE	other	no
008-1D-1	NA	8	1	-1	vanc	0.625	on-time	none	other	no
008-1D-6	0	8	1	-6	vanc	0.625	on-time	none	preAbx	no
008-1D0	NA	8	1	0	vanc	0.625	on-time	none	other	no
008-1D10	NA	8	1	10	vanc	0.625	on-time	none	other	no
008-1D2	NA	8	1	2	vanc	0.625	on-time	none	other	no
008-1D3	NA	8	1	3	vanc	0.625	on-time	none	other	no
008-1D4	NA	8	1	4	vanc	0.625	on-time	none	other	no
008-1D5	NA	8	1	5	vanc	0.625	on-time	none	other	no
008-1D6	NA	8	1	6	vanc	0.625	on-time	none	other	no
008-1D7	NA	8	1	7	vanc	0.625	on-time	none	other	no
008-1D8	NA	8	1	8	vanc	0.625	on-time	none	other	no
008-1D9	NA	8	1	9	vanc	0.625	on-time	none	other	no
008-2D-1	NA	8	2	-1	vanc	0.625	on-time	none	other	no
008-2D-6	0	8	2	-6	vanc	0.625	on-time	none	preAbx	no
008-2D0	NA	8	2	0	vanc	0.625	on-time	none	other	no
008-2D1	NA	8	2	1	vanc	0.625	on-time	none	other	no
008-2D10	NA	8	2	10	vanc	0.625	on-time	none	other	no
008-2D2	NA	8	2	2	vanc	0.625	on-time	none	other	no
008-2D3	NA	8	2	3	vanc	0.625	on-time	none	other	no
008-2D4	NA	8	2	4	vanc	0.625	on-time	none	other	no
008-2D5	NA	8	2	5	vanc	0.625	on-time	none	other	no
008-2D6	NA	8	2	6	vanc	0.625	on-time	none	other	no
008-2D7	NA	8	2	7	vanc	0.625	on-time	none	other	no
008-2D8	NA	8	2	8	vanc	0.625	on-time	none	other	no
008-2D9	NA	8	2	9	vanc	0.625	on-time	none	other	no
008-362D-1	NA	8	362	-1	vanc	0.625	on-time	none	other	no
008-362D-6	0	8	362	-6	vanc	0.625	on-time	none	preAbx	no
008-362D0	NA	8	362	0	vanc	0.625	on-time	none	other	no
008-362D1	NA	8	362	1	vanc	0.625	on-time	none	other	no
